frame_index,media_ms,track_id,class_id,state,x_min,y_min,x_max,y_max,confidence
530,44166.667,28,38,tentative,166.587,42.291,195.886,60.218,0.3094
531,44250.000,21,0,confirmed,219.395,0.352,253.097,76.506,0.7542
531,44250.000,25,0,confirmed,18.942,331.811,248.940,418.025,0.3947
531,44250.000,29,2,tentative,76.652,325.838,247.932,429.194,0.4317
532,44333.333,21,0,confirmed,225.969,-0.681,260.355,74.839,0.7922
532,44333.333,25,0,confirmed,6.000,322.909,250.505,414.561,0.3947
532,44333.333,29,2,tentative,76.427,316.250,255.390,427.046,0.3576
533,44416.667,21,0,confirmed,230.675,-1.022,265.902,74.339,0.8259
533,44416.667,25,0,confirmed,-6.536,314.159,251.663,410.944,0.3947
534,44500.000,21,0,confirmed,233.653,-1.537,268.517,72.960,0.8112
534,44500.000,25,0,confirmed,-18.726,305.539,252.476,407.198,0.3947
535,44583.333,21,0,confirmed,236.678,-1.775,270.385,71.639,0.8321
535,44583.333,25,0,confirmed,-30.618,297.031,252.990,403.340,0.3947
536,44666.667,21,0,confirmed,239.930,-2.772,271.616,67.945,0.7629
536,44666.667,25,0,confirmed,-42.251,288.620,253.245,399.385,0.3947
537,44750.000,21,0,confirmed,243.582,-2.544,273.849,65.779,0.7021
537,44750.000,25,0,confirmed,-53.653,280.295,253.270,395.343,0.3947
537,44750.000,30,8,tentative,81.361,268.890,267.639,428.107,0.3365
538,44833.333,21,0,confirmed,247.862,-2.242,277.585,64.134,0.7087
538,44833.333,25,0,confirmed,-64.850,272.047,253.089,391.225,0.3947
538,44833.333,30,8,tentative,80.190,260.311,271.357,427.325,0.6941
539,44916.667,21,0,confirmed,251.857,-1.899,281.538,63.011,0.7952
539,44916.667,25,0,confirmed,-75.862,263.868,252.724,387.037,0.3947
539,44916.667,30,8,confirmed,79.907,252.751,274.927,426.386,0.4738
540,45000.000,21,0,confirmed,254.900,-1.585,284.295,62.023,0.7575
540,45000.000,25,0,confirmed,-86.708,255.752,252.191,382.787,0.3947
540,45000.000,30,8,confirmed,79.300,245.218,277.798,425.677,0.4611
541,45083.333,21,0,confirmed,258.057,-1.553,287.110,60.192,0.7122
541,45083.333,30,8,confirmed,81.383,238.212,280.892,424.547,0.3132
541,45083.333,31,2,tentative,84.886,235.883,278.526,427.479,0.3255
542,45166.667,21,0,confirmed,261.187,-3.106,289.495,54.362,0.6714
542,45166.667,30,8,confirmed,83.807,231.115,283.997,423.714,0.6223
542,45166.667,31,2,tentative,87.531,228.795,281.983,426.620,0.3523
543,45250.000,21,0,confirmed,264.749,-3.411,291.591,50.628,0.5580
543,45250.000,30,8,confirmed,86.904,223.888,286.623,422.715,0.2883
543,45250.000,31,2,confirmed,90.273,221.714,284.614,425.116,0.4677
544,45333.333,21,0,confirmed,268.910,-3.292,295.306,46.980,0.5760
544,45333.333,30,8,confirmed,87.180,217.822,290.825,420.557,0.2883
544,45333.333,31,2,confirmed,93.345,214.627,287.188,424.311,0.7746
545,45416.667,21,0,confirmed,271.595,-2.408,298.289,45.019,0.6781
545,45416.667,30,8,confirmed,87.494,211.793,294.989,418.362,0.2883
545,45416.667,31,2,confirmed,97.406,208.203,290.333,424.163,0.8230
546,45500.000,21,0,confirmed,273.419,-1.870,300.341,43.303,0.6874
546,45500.000,30,8,confirmed,87.842,205.799,299.118,416.132,0.2883
546,45500.000,31,2,confirmed,101.922,200.722,291.150,419.107,0.5944
546,45500.000,32,0,tentative,512.072,0.385,545.764,43.602,0.3749
547,45583.333,21,0,confirmed,274.045,-1.173,301.240,41.999,0.6952
547,45583.333,30,8,confirmed,88.223,199.838,303.215,413.870,0.2883
547,45583.333,31,2,confirmed,104.057,195.284,294.951,415.593,0.5944
547,45583.333,32,0,tentative,512.835,0.659,546.784,45.387,0.5912
547,45583.333,33,5,tentative,112.610,189.553,286.725,412.373,0.4415
547,45583.333,34,7,tentative,112.506,189.655,286.769,412.113,0.2533
548,45666.667,21,0,confirmed,275.229,-1.576,302.211,39.104,0.5206
548,45666.667,30,8,confirmed,88.637,193.909,307.279,411.575,0.2883
548,45666.667,31,2,confirmed,111.587,183.508,292.827,399.932,0.3639
549,45750.000,21,0,confirmed,279.608,-2.264,304.080,35.726,0.2952
549,45750.000,30,8,confirmed,89.080,188.009,311.314,409.251,0.2883
549,45750.000,31,2,confirmed,118.270,175.958,292.358,388.234,0.4594
549,45750.000,35,0,tentative,514.547,0.434,550.058,50.848,0.2858
550,45833.333,21,0,confirmed,282.781,-3.357,306.976,34.202,0.2952
550,45833.333,30,8,confirmed,89.551,182.138,315.320,406.899,0.2883
550,45833.333,31,2,confirmed,123.284,167.471,291.541,376.889,0.3276
550,45833.333,36,5,tentative,126.914,165.888,286.857,375.490,0.2812
551,45916.667,21,0,confirmed,285.956,-4.447,309.869,32.676,0.2952
551,45916.667,30,8,confirmed,90.050,176.294,319.298,404.519,0.2883
551,45916.667,31,2,confirmed,128.018,159.595,290.571,365.189,0.4924
552,46000.000,21,0,confirmed,289.133,-5.535,312.762,31.147,0.2952
552,46000.000,30,8,confirmed,90.575,170.476,323.251,402.113,0.2883
552,46000.000,31,2,confirmed,132.511,151.969,289.079,352.920,0.3620
553,46083.333,21,0,confirmed,292.311,-6.620,315.652,29.615,0.2952
553,46083.333,30,8,confirmed,91.125,164.682,327.179,399.683,0.2883
553,46083.333,31,2,confirmed,137.308,144.165,287.519,340.404,0.4489
554,46166.667,21,0,confirmed,295.491,-7.702,318.541,28.081,0.2952
554,46166.667,30,8,confirmed,91.699,158.913,331.083,397.229,0.2883
554,46166.667,31,2,confirmed,140.938,137.601,288.768,330.730,0.4489
554,46166.667,37,5,tentative,143.945,136.364,279.783,326.350,0.3615
555,46250.000,21,0,confirmed,298.673,-8.781,321.427,26.543,0.2952
555,46250.000,30,8,confirmed,92.295,153.166,334.964,394.752,0.2883
555,46250.000,31,2,confirmed,144.587,131.062,289.998,321.030,0.4489
555,46250.000,37,5,tentative,147.413,129.488,278.373,315.729,0.2775
555,46250.000,38,1,tentative,523.391,4.904,569.440,66.020,0.2589
556,46333.333,21,0,confirmed,301.856,-9.857,324.312,25.003,0.2952
556,46333.333,31,2,confirmed,146.631,122.487,281.423,306.978,0.3290
557,46416.667,21,0,confirmed,305.042,-10.930,327.195,23.460,0.2952
557,46416.667,31,2,confirmed,149.453,116.049,277.219,296.382,0.3433
558,46500.000,21,0,confirmed,308.230,-12.000,330.076,21.913,0.2952
558,46500.000,31,2,confirmed,152.571,110.799,274.191,286.182,0.4141
558,46500.000,39,0,tentative,532.104,0.869,582.599,74.722,0.3289
559,46583.333,21,0,confirmed,311.420,-13.066,332.954,20.363,0.2952
559,46583.333,31,2,confirmed,154.761,104.910,270.987,275.290,0.2795
559,46583.333,39,0,tentative,533.856,0.678,585.936,76.837,0.3173
560,46666.667,21,0,confirmed,314.613,-14.129,335.830,18.809,0.2952
560,46666.667,31,2,confirmed,151.516,98.512,267.307,265.513,0.3565
561,46750.000,21,0,confirmed,317.807,-15.188,338.704,17.252,0.2952
561,46750.000,31,2,confirmed,147.280,92.549,263.772,255.892,0.3697
561,46750.000,40,67,tentative,139.495,91.925,266.112,257.767,0.3637
562,46833.333,31,2,confirmed,142.810,86.952,260.991,247.605,0.4029
563,46916.667,31,2,confirmed,136.557,80.942,256.866,239.171,0.5436
563,46916.667,41,1,tentative,549.302,26.381,610.450,86.712,0.5169
563,46916.667,42,0,tentative,579.117,3.667,605.286,49.646,0.3071
564,47000.000,31,2,confirmed,129.842,76.140,253.434,231.182,0.5785
564,47000.000,42,0,tentative,584.824,4.811,610.932,52.528,0.2965
564,47000.000,43,3,tentative,553.635,15.906,617.551,87.608,0.3012
565,47083.333,31,2,confirmed,122.391,71.703,249.712,222.865,0.6569
565,47083.333,42,0,confirmed,589.963,4.384,617.028,54.702,0.4455
565,47083.333,44,1,tentative,558.197,33.682,623.515,90.541,0.6005
566,47166.667,31,2,confirmed,114.577,67.701,245.585,214.943,0.7608
566,47166.667,42,0,confirmed,592.592,5.501,624.012,64.547,0.4171
566,47166.667,44,1,tentative,562.386,36.203,630.223,92.405,0.6813
567,47250.000,31,2,confirmed,105.123,63.844,240.426,207.120,0.8394
567,47250.000,42,0,confirmed,597.169,5.648,629.618,63.930,0.5727
567,47250.000,44,1,confirmed,567.301,37.333,637.111,93.976,0.7861
568,47333.333,31,2,confirmed,94.331,60.949,234.513,200.733,0.8363
568,47333.333,42,0,confirmed,602.496,8.575,636.534,70.707,0.4203
568,47333.333,44,1,confirmed,572.662,38.344,644.478,95.130,0.7355
568,47333.333,45,0,tentative,605.601,17.574,631.240,61.173,0.3408
569,47416.667,31,2,confirmed,83.947,59.099,228.642,195.025,0.8717
569,47416.667,42,0,confirmed,608.419,10.327,641.550,72.766,0.6197
569,47416.667,44,1,confirmed,578.715,38.308,652.909,96.278,0.7149
570,47500.000,31,2,confirmed,72.876,57.526,222.114,189.727,0.8477
570,47500.000,42,0,confirmed,614.547,11.526,647.017,73.899,0.6329
570,47500.000,44,1,confirmed,583.721,39.811,659.658,97.911,0.6118
571,47583.333,31,2,confirmed,60.958,55.581,214.781,184.502,0.8898
571,47583.333,42,0,confirmed,621.214,12.318,652.640,74.609,0.4810
571,47583.333,44,1,confirmed,589.365,41.994,666.074,99.385,0.6496
572,47666.667,31,2,confirmed,49.615,54.250,207.774,179.988,0.7933
572,47666.667,42,0,confirmed,626.715,13.687,658.441,76.811,0.5091
572,47666.667,44,1,confirmed,596.177,45.394,672.866,101.242,0.7102
572,47666.667,46,0,tentative,628.958,16.473,656.629,63.621,0.3260
573,47750.000,31,2,confirmed,37.249,52.668,199.890,176.032,0.8187
573,47750.000,42,0,confirmed,632.242,14.283,664.235,76.236,0.5781
573,47750.000,44,1,confirmed,601.970,47.168,679.429,102.557,0.7428
574,47833.333,31,2,confirmed,25.865,51.429,192.434,172.740,0.8947
574,47833.333,42,0,confirmed,639.174,16.147,671.501,77.768,0.4445
574,47833.333,44,1,confirmed,608.346,49.125,686.083,103.213,0.6951
574,47833.333,47,0,tentative,634.047,21.779,671.330,83.126,0.3345
575,47916.667,31,2,confirmed,13.329,50.499,184.281,169.782,0.9256
575,47916.667,42,0,confirmed,645.293,17.963,677.760,79.723,0.5644
575,47916.667,44,1,confirmed,614.823,50.805,693.053,103.548,0.8448
576,48000.000,31,2,confirmed,5.508,49.392,177.705,166.228,0.9412
576,48000.000,42,0,confirmed,651.098,19.842,683.929,83.436,0.5470
576,48000.000,44,1,confirmed,621.415,52.744,699.747,103.697,0.8301
577,48083.333,31,2,confirmed,0.928,49.051,171.667,163.658,0.9350
577,48083.333,42,0,confirmed,658.349,20.554,691.212,83.751,0.3616
577,48083.333,44,1,confirmed,628.381,53.787,707.281,104.325,0.5645
577,48083.333,48,0,tentative,643.204,21.960,691.334,84.891,0.3754
578,48166.667,31,2,confirmed,-2.266,48.614,164.502,161.068,0.9228
578,48166.667,42,0,confirmed,665.310,21.764,697.068,80.885,0.2511
578,48166.667,44,1,confirmed,634.698,54.944,712.979,104.705,0.6454
579,48250.000,31,2,confirmed,-4.280,48.650,157.117,158.869,0.9322
579,48250.000,42,0,confirmed,670.274,27.972,701.712,85.004,0.5147
579,48250.000,44,1,confirmed,640.650,56.386,718.549,104.749,0.8240
580,48333.333,31,2,confirmed,-5.759,49.085,148.947,157.333,0.9482
580,48333.333,42,0,confirmed,677.631,29.194,710.048,84.639,0.5424
580,48333.333,44,1,confirmed,646.669,58.221,724.178,105.135,0.7610
581,48416.667,31,2,confirmed,-6.449,49.927,140.847,155.838,0.9317
581,48416.667,42,0,confirmed,681.643,28.195,714.745,85.299,0.6631
581,48416.667,44,1,confirmed,653.177,57.802,730.333,104.424,0.8062
582,48500.000,31,2,confirmed,-7.006,50.772,132.203,154.452,0.9372
582,48500.000,42,0,confirmed,686.962,27.109,720.840,85.525,0.7452
582,48500.000,44,1,confirmed,659.376,59.596,736.107,105.309,0.7722
583,48583.333,31,2,confirmed,-7.445,51.879,123.099,153.343,0.9379
583,48583.333,42,0,confirmed,693.874,26.161,727.409,84.278,0.6292
583,48583.333,44,1,confirmed,666.048,59.285,742.162,104.695,0.8514
584,48666.667,31,2,confirmed,-7.667,53.733,114.155,152.869,0.9135
584,48666.667,42,0,confirmed,698.029,25.477,732.114,84.282,0.6906
584,48666.667,44,1,confirmed,672.177,58.516,748.199,104.361,0.7682
585,48750.000,31,2,confirmed,-7.845,55.200,104.523,151.926,0.9222
585,48750.000,42,0,confirmed,704.233,26.186,738.309,86.142,0.7179
585,48750.000,44,1,confirmed,677.682,58.755,753.256,104.264,0.8291
586,48833.333,31,2,confirmed,-7.816,56.881,95.078,151.419,0.9258
586,48833.333,42,0,confirmed,710.167,25.564,745.067,83.824,0.6346
586,48833.333,44,1,confirmed,683.718,57.768,759.110,103.906,0.6916
587,48916.667,31,2,confirmed,-7.919,58.813,85.275,150.965,0.9262
587,48916.667,42,0,confirmed,716.767,28.440,752.146,88.621,0.2659
587,48916.667,44,1,confirmed,690.298,57.983,765.608,104.114,0.6904
587,48916.667,49,0,tentative,717.251,26.847,750.208,76.394,0.6080
588,49000.000,31,2,confirmed,-7.992,60.736,75.316,150.948,0.9213
588,49000.000,42,0,confirmed,724.288,27.586,758.737,87.030,0.5868
588,49000.000,44,1,confirmed,695.707,58.405,769.534,104.361,0.8400
589,49083.333,31,2,confirmed,-7.818,63.464,65.607,150.972,0.8461
589,49083.333,42,0,confirmed,731.082,25.986,765.362,83.431,0.5231
589,49083.333,44,1,confirmed,700.757,61.768,771.792,106.168,0.6847
590,49166.667,31,2,confirmed,-7.720,65.776,55.751,149.974,0.6625
590,49166.667,42,0,confirmed,736.253,27.577,768.276,81.632,0.4225
590,49166.667,44,1,confirmed,706.365,63.966,773.164,106.760,0.7537
591,49250.000,31,2,confirmed,-10.724,67.601,48.392,146.022,0.6625
591,49250.000,42,0,confirmed,741.221,29.573,771.311,81.263,0.4164
591,49250.000,44,1,confirmed,711.782,64.513,773.875,106.157,0.6895
591,49250.000,50,1,tentative,714.746,48.225,767.798,102.060,0.2804
592,49333.333,31,2,confirmed,-13.554,69.656,40.860,141.839,0.6625
592,49333.333,42,0,confirmed,747.005,30.063,777.108,81.774,0.4164
592,49333.333,44,1,confirmed,717.289,61.921,774.378,103.695,0.4970
592,49333.333,50,1,tentative,719.193,41.556,769.677,101.452,0.2628
593,49416.667,31,2,confirmed,-16.161,72.008,33.104,137.361,0.6625
593,49416.667,42,0,confirmed,752.790,30.553,782.906,82.286,0.4164
593,49416.667,44,1,confirmed,722.847,62.610,779.159,103.815,0.4970
594,49500.000,31,2,confirmed,-18.466,74.761,25.045,132.480,0.6625
594,49500.000,42,0,confirmed,758.575,31.042,788.703,82.797,0.4164
594,49500.000,44,1,confirmed,728.411,63.303,783.935,103.931,0.4970
595,49583.333,31,2,confirmed,-20.326,78.103,16.543,127.012,0.6625
595,49583.333,42,0,confirmed,764.359,31.532,794.500,83.308,0.4164
595,49583.333,44,1,confirmed,733.981,64.000,788.705,104.043,0.4970
596,49666.667,31,2,confirmed,-21.439,82.437,7.293,120.551,0.6625
596,49666.667,42,0,confirmed,770.144,32.021,800.297,83.819,0.4164
596,49666.667,44,1,confirmed,739.556,64.702,793.469,104.151,0.4970
597,49750.000,31,2,confirmed,-20.793,89.103,-3.715,111.757,0.6625
597,49750.000,42,0,confirmed,775.929,32.511,806.095,84.331,0.4164
597,49750.000,44,1,confirmed,745.138,65.408,798.227,104.254,0.4970
598,49833.333,31,2,confirmed,-17.870,98.791,-17.002,99.942,0.6625
598,49833.333,42,0,confirmed,781.713,33.001,811.892,84.842,0.4164
598,49833.333,44,1,confirmed,750.726,66.118,802.978,104.353,0.4970
599,49916.667,31,2,confirmed,-23.051,97.727,-22.183,98.879,0.6625
599,49916.667,42,0,confirmed,787.498,33.490,817.689,85.353,0.4164
599,49916.667,44,1,confirmed,756.321,66.834,807.723,104.446,0.4970
600,50000.000,31,2,confirmed,-28.233,96.664,-27.364,97.815,0.6625
600,50000.000,42,0,confirmed,793.282,33.980,823.486,85.864,0.4164
600,50000.000,44,1,confirmed,761.923,67.555,812.460,104.535,0.4970
601,50083.333,31,2,confirmed,-33.414,95.600,-32.546,96.752,0.6625
601,50083.333,42,0,confirmed,799.067,34.469,829.284,86.376,0.4164
601,50083.333,44,1,confirmed,767.532,68.281,817.190,104.617,0.4970
602,50166.667,31,2,confirmed,-38.595,94.537,-37.727,95.688,0.6625
602,50166.667,42,0,confirmed,804.852,34.959,835.081,86.887,0.4164
602,50166.667,44,1,confirmed,773.150,69.014,821.912,104.694,0.4970
603,50250.000,42,0,confirmed,810.636,35.449,840.878,87.398,0.4164
603,50250.000,44,1,confirmed,778.776,69.752,826.626,104.765,0.4970
604,50333.333,44,1,confirmed,784.411,70.497,831.330,104.829,0.4970
